테이블명,테이블 한글명,GRAIN,테이블유형,컬럼명,컬럼 한글명,타입,NULLABLE,키,FK_타깃,설명,주의_제약(DDL)
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,DW_SOURCE_TABLE,원천 테이블 식별,VARCHAR,Y,,,원천 테이블 식별 (공통감사),공통감사
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,DW_LOAD_TS,최초 적재 시각,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,DW_UPDATE_TS,최종 갱신 시각,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,DW_BATCH_ID,적재 배치 식별자,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
BIGQUERY_DEVICE,GA 디바이스,1디바이스,GA4,DEVICE_TYPE,기기 유형,VARCHAR,N,,,디바이스 유형 파생. 실측값 PC/M 2종만(APP 휴면·O2).,
BIGQUERY_DEVICE,GA 디바이스,1디바이스,GA4,PLATFORM,플랫폼,VARCHAR,Y,,,플랫폼. 실측값 WEB 단일(ANDROID/IOS 미입고). [사유:원천 미입고],
BIGQUERY_DEVICE,GA 디바이스,1디바이스,GA4,DEVICE_CATEGORY,디바이스 카테고리 (원본),VARCHAR,Y,,,디바이스 카테고리 (원본),
BIGQUERY_DEVICE,GA 디바이스,1디바이스,GA4,OS,운영체제,VARCHAR,Y,,,운영체제,
BIGQUERY_DEVICE,GA 디바이스,1디바이스,GA4,BROWSER,브라우저,VARCHAR,Y,,,브라우저,
BIGQUERY_DEVICE,GA 디바이스,1디바이스,GA4,LANGUAGE,언어,VARCHAR,Y,,,언어,
BIGQUERY_DEVICE,GA 디바이스,1디바이스,GA4,DW_SOURCE_SYSTEM,원천 시스템 식별,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
BIGQUERY_DEVICE,GA 디바이스,1디바이스,GA4,DW_SOURCE_TABLE,원천 테이블 식별,VARCHAR,Y,,,원천 테이블 식별 (공통감사),공통감사
BIGQUERY_DEVICE,GA 디바이스,1디바이스,GA4,DW_LOAD_TS,최초 적재 시각,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
BIGQUERY_DEVICE,GA 디바이스,1디바이스,GA4,DW_UPDATE_TS,최종 갱신 시각,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
BIGQUERY_DEVICE,GA 디바이스,1디바이스,GA4,DW_BATCH_ID,적재 배치 식별자,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,USER_PSEUDO_ID,세션 스파인,VARCHAR,N,PK,,세션 스파인 (PK),
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,EVENT_TIMESTAMP,UTC microsec,"NUMBER(38,0)",N,PK,,UTC microsec (PK),
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,EVENT_NAME,행사명/이벤트명,VARCHAR,N,PK,,이벤트명 (PK),
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,EVENT_SEQ,이벤트 순번,"NUMBER(38,0)",N,PK,,동일 3키 내 순번 .  GA4.,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,BATCH_ORDERING_ID,배치 내 정렬 ID,"NUMBER(38,0)",Y,,,배치 내 정렬 ID.,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,EVENT_DATE,원본 YYYYMMDD,VARCHAR,Y,,,원본 YYYYMMDD,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,EVENT_DT,파생 DATE,DATE,N,,,파생 DATE.,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,EVENT_TS,파생 TIMESTAMP,TIMESTAMP_NTZ,Y,,,파생 TIMESTAMP,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,USER_ID,GA4 user_id 원본(불변 보존),VARCHAR,Y,,,GA4 user_id 원본(불변 보존).  GA4.,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,ID_SCHEME,식별자 체계,VARCHAR,Y,,,ID_SCHEME.,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,GA_SESSION_ID,GA 세션ID,"NUMBER(38,0)",Y,,,GA 세션ID,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,GA_SESSION_NUMBER,GA 세션 번호,"NUMBER(38,0)",Y,,,GA 세션 번호,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,GA_SESSION_KEY,파생 세션 자연키,VARCHAR,Y,,,"파생 세션 자연키 (복합 = pseudo ∥ "".",
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,USER_ID_FILLED,파생 세션 전파 회원번호,VARCHAR,Y,,,파생 세션 전파 회원번호.  GA4.,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,ID_RESOLUTION,ID_RESOLUTION,VARCHAR,Y,,,ID_RESOLUTION.,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,SESSION_ENGAGED,세션 engaged 여부,VARCHAR,Y,,,세션 engaged 여부,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,ENGAGEMENT_TIME_MSEC,참여 시간(밀리초),"NUMBER(38,0)",Y,,,참여시간 msec (비가산 raw),
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,PAGE_LOCATION,페이지 URL,VARCHAR,Y,,,페이지 URL,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,PAGE_TITLE,페이지 제목,VARCHAR,Y,,,페이지 제목,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,PAGE_REFERRER,리퍼러 URL,VARCHAR,Y,,,리퍼러 URL,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,EVENT_CATEGORY,이벤트 카테고리,VARCHAR,Y,,,이벤트 카테고리,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,EVENT_ACTION,이벤트 액션,VARCHAR,Y,,,이벤트 액션,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,EVENT_LABEL,이벤트 라벨 (혼합타입),VARCHAR,Y,,,이벤트 라벨 (혼합타입),
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,PERCENT_SCROLLED,스크롤 비율,"NUMBER(38,0)",Y,,,스크롤 비율,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,LINK_URL,클릭 링크 URL,VARCHAR,Y,,,클릭 링크 URL,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,LINK_TEXT,클릭 링크 텍스트,VARCHAR,Y,,,클릭 링크 텍스트,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,DEVICE_TYPE,기기 유형,VARCHAR,Y,,,디바이스 유형 파생. 실측값 M/PC/(unknown).,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,DEVICE_CATEGORY,DEVICE_CATEGORY,VARCHAR,Y,,,DEVICE_CATEGORY.,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,OS,운영체제,VARCHAR,Y,,,운영체제,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,GEO_COUNTRY,국가,VARCHAR,Y,,,국가,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,GEO_CITY,도시,VARCHAR,Y,,,도시,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,UTM_SOURCE,UTM 소스,VARCHAR,Y,,,UTM source,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,UTM_MEDIUM,UTM 매체,VARCHAR,Y,,,UTM medium,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,UTM_CAMPAIGN,UTM 캠페인,VARCHAR,Y,,,UTM campaign,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,DEFAULT_CHANNEL_GROUP,기본 채널그룹,VARCHAR,Y,,,기본 채널그룹,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,PLATFORM,플랫폼,VARCHAR,Y,,,플랫폼. 전 기간 실측 WEB 단독(ANDROID/IOS 0건).,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,IS_ACTIVE_USER,활성 사용자 여부,BOOLEAN,Y,,,활성 사용자 여부,
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,SRC_TABLE,원본 일별 테이블명 계보 (기반 테이블 승계),VARCHAR,Y,,,원본 일별 테이블명 계보 (기반 테이블 승계),
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,SRC_FILE_NAME,파일 단위 계보 (기반 테이블 승계),VARCHAR,Y,,,파일 단위 계보 (기반 테이블 승계),
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,DW_SOURCE_SYSTEM,원천 시스템 식별,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,DW_SOURCE_TABLE,원천 테이블 식별,VARCHAR,Y,,,원천 테이블 식별 (공통감사),공통감사
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,DW_LOAD_TS,최초 적재 시각,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,DW_UPDATE_TS,최종 갱신 시각,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
BIGQUERY_EVENT,GA 이벤트 팩트 소스,EVENT_DT × EVENT_SEQ (1이벤트),GA4,DW_BATCH_ID,적재 배치 식별자,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
BIGQUERY_EVENT_DIM,GA 이벤트분류,1이벤트명/파라미터,GA4,EVENT_NAME,행사명/이벤트명,VARCHAR,N,,,이벤트명 (그레인 핵심키),
BIGQUERY_EVENT_DIM,GA 이벤트분류,1이벤트명/파라미터,GA4,EVENT_CATEGORY,이벤트 카테고리,VARCHAR,Y,,,이벤트 카테고리,
BIGQUERY_EVENT_DIM,GA 이벤트분류,1이벤트명/파라미터,GA4,EVENT_LABEL,이벤트 라벨 (혼합타입),VARCHAR,Y,,,이벤트 라벨 (혼합타입),
BIGQUERY_EVENT_DIM,GA 이벤트분류,1이벤트명/파라미터,GA4,EVENT_ACTION,이벤트 액션,VARCHAR,Y,,,이벤트 액션,
BIGQUERY_EVENT_DIM,GA 이벤트분류,1이벤트명/파라미터,GA4,DW_SOURCE_SYSTEM,원천 시스템 식별,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
BIGQUERY_EVENT_DIM,GA 이벤트분류,1이벤트명/파라미터,GA4,DW_SOURCE_TABLE,원천 테이블 식별,VARCHAR,Y,,,원천 테이블 식별 (공통감사),공통감사
BIGQUERY_EVENT_DIM,GA 이벤트분류,1이벤트명/파라미터,GA4,DW_LOAD_TS,최초 적재 시각,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
BIGQUERY_EVENT_DIM,GA 이벤트분류,1이벤트명/파라미터,GA4,DW_UPDATE_TS,최종 갱신 시각,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
BIGQUERY_EVENT_DIM,GA 이벤트분류,1이벤트명/파라미터,GA4,DW_BATCH_ID,적재 배치 식별자,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
BIGQUERY_IDENTITY,GA 신원,USER_PSEUDO_ID × ID_SCHEME (1신원),GA4,USER_PSEUDO_ID,세션 스파인,VARCHAR,N,PK,,세션 스파인 (PK),
BIGQUERY_IDENTITY,GA 신원,USER_PSEUDO_ID × ID_SCHEME (1신원),GA4,GA_MEMBER_ID,GA_MEMBER_ID,VARCHAR,Y,,,GA_MEMBER_ID.,
BIGQUERY_IDENTITY,GA 신원,USER_PSEUDO_ID × ID_SCHEME (1신원),GA4,ID_SCHEME,식별자 체계,VARCHAR,Y,,,매칭 분모의 정본(GA4.,
BIGQUERY_IDENTITY,GA 신원,USER_PSEUDO_ID × ID_SCHEME (1신원),GA4,MEMBER_TYPE,회원구분 ONCE(S+8자리) / FDRM(7자리),VARCHAR,Y,,,회원구분 ONCE(S+8자리) / FDRM(7자리).,
BIGQUERY_IDENTITY,GA 신원,USER_PSEUDO_ID × ID_SCHEME (1신원),GA4,MBER_NO,정기 회원번호,VARCHAR,Y,,,정기 회원번호. ID_SCHEME=MBER_NO 일 때만 채움.,
BIGQUERY_IDENTITY,GA 신원,USER_PSEUDO_ID × ID_SCHEME (1신원),GA4,ONCE_MBER_NO,ONCE_MBER_NO,VARCHAR,Y,,,ONCE_MBER_NO.,
BIGQUERY_IDENTITY,GA 신원,USER_PSEUDO_ID × ID_SCHEME (1신원),GA4,ID_RESOLUTION,ID_RESOLUTION,VARCHAR,Y,,,ID_RESOLUTION.,
BIGQUERY_IDENTITY,GA 신원,USER_PSEUDO_ID × ID_SCHEME (1신원),GA4,DW_SOURCE_SYSTEM,원천 시스템 식별,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
BIGQUERY_IDENTITY,GA 신원,USER_PSEUDO_ID × ID_SCHEME (1신원),GA4,DW_SOURCE_TABLE,원천 테이블 식별,VARCHAR,Y,,,원천 테이블 식별 (공통감사),공통감사
BIGQUERY_IDENTITY,GA 신원,USER_PSEUDO_ID × ID_SCHEME (1신원),GA4,DW_LOAD_TS,최초 적재 시각,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
BIGQUERY_IDENTITY,GA 신원,USER_PSEUDO_ID × ID_SCHEME (1신원),GA4,DW_UPDATE_TS,최종 갱신 시각,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
BIGQUERY_IDENTITY,GA 신원,USER_PSEUDO_ID × ID_SCHEME (1신원),GA4,DW_BATCH_ID,적재 배치 식별자,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,BATCH_EVENT_INDEX,동일 배치 안에서 이벤트가 기록된 순번,"NUMBER(38,0)",Y,,,동일 배치 안에서 이벤트가 기록된 순번,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EVENT_DATE,이벤트가 발생하거나 기록된 날짜,VARCHAR,Y,,,이벤트가 발생하거나 기록된 날짜,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EVENT_TIMESTAMP,이벤트가 발생한 시각을 나타내는 타임스탬프,"NUMBER(38,0)",Y,,,이벤트가 발생한 시각을 나타내는 타임스탬프,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EVENT_NAME,행사명/이벤트명,VARCHAR,Y,,,사용자 행동 또는 전환을 구분하는 이벤트명,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EVENT_VALUE_IN_USD,이벤트 값이 미국 달러 기준으로 환산된 금액,VARCHAR,Y,,,이벤트 값이 미국 달러 기준으로 환산된 금액,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EVENT_BUNDLE_SEQUENCE_ID,이벤트 번들의 순차 식별값,"NUMBER(38,0)",Y,,,이벤트 번들의 순차 식별값,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,IS_ACTIVE_USER,활성 사용자 여부를 나타내는 값,BOOLEAN,Y,,,활성 사용자 여부를 나타내는 값,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,USER_ID,서비스에서 설정한 사용자 식별자,VARCHAR,Y,,,서비스에서 설정한 사용자 식별자,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,USER_PSEUDO_ID,GA4가 부여한 익명 사용자 또는 기기 기반 식별자,VARCHAR,Y,,,GA4가 부여한 익명 사용자 또는 기기 기반 식별자,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,USER_FIRST_TOUCH_TIMESTAMP,사용자가 처음 유입되거나 처음 접속한 시점,"NUMBER(38,0)",Y,,,사용자가 처음 유입되거나 처음 접속한 시점,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_CAMPAIGN,캠페인명,VARCHAR,Y,,,캠페인명,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_CAMPAIGN_ID,캠페인 식별값,VARCHAR,Y,,,캠페인 식별값,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_CHANGE_DONATION_UP,후원 증액 또는 변경 이벤트 여부로 해석 가능한 값,VARCHAR,Y,,,후원 증액 또는 변경 이벤트 여부로 해석 가능한 값,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_CHANGE_DONATION_UP_AMOUNT,후원 증액 또는 변경 금액으로 해석 가능한 값,VARCHAR,Y,,,후원 증액 또는 변경 금액으로 해석 가능한 값,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_CONTENT,광고 소재 또는 콘텐츠 구분값,VARCHAR,Y,,,광고 소재 또는 콘텐츠 구분값,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_CURRENCY,금액 데이터의 통화 단위,VARCHAR,Y,,,금액 데이터의 통화 단위,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_DONATION_ONCE,일시후원 여부를 나타내는 값,VARCHAR,Y,,,일시후원 여부를 나타내는 값,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_DONATION_ONCE_AMOUNT,일시후원 금액,VARCHAR,Y,,,일시후원 금액,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_DONATION_REGULAR,정기후원 여부를 나타내는 값,VARCHAR,Y,,,정기후원 여부를 나타내는 값,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_DONATION_REGULAR_AMOUNT,정기후원 금액,VARCHAR,Y,,,정기후원 금액,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_ENGAGED_SESSION_EVENT,참여 세션으로 판단되는 이벤트 여부,VARCHAR,Y,,,참여 세션으로 판단되는 이벤트 여부,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_ENGAGEMENT_TIME_MSEC,사용자의 참여 시간 또는 체류 시간을 밀리초 단위로 기록한 값,VARCHAR,Y,,,사용자의 참여 시간 또는 체류 시간을 밀리초 단위로 기록한 값,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_ENTRANCES,해당 페이지 또는 이벤트가 세션 진입에 해당하는지 나타내는 값,VARCHAR,Y,,,해당 페이지 또는 이벤트가 세션 진입에 해당하는지 나타내는 값,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_EVENT_ACTION,이벤트의 구체적인 사용자 행동명,VARCHAR,Y,,,이벤트의 구체적인 사용자 행동명,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_EVENT_CATEGORY,이벤트를 분류하는 상위 카테고리,VARCHAR,Y,,,이벤트를 분류하는 상위 카테고리,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_EVENT_LABEL,이벤트의 세부 라벨 또는 보조 설명값,VARCHAR,Y,,,이벤트의 세부 라벨 또는 보조 설명값,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_GA_SESSION_ID,GA4 세션 식별자,VARCHAR,Y,,,GA4 세션 식별자,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_GA_SESSION_NUMBER,사용자 기준 세션 순번,VARCHAR,Y,,,사용자 기준 세션 순번,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_GAD_CAMPAIGNID,Google Ads 캠페인 ID로 활용 가능한 값,VARCHAR,Y,,,Google Ads 캠페인 ID로 활용 가능한 값,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_GAD_SOURCE,Google Ads 유입 소스 관련 식별값,VARCHAR,Y,,,Google Ads 유입 소스 관련 식별값,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_GCLID,Google 광고 클릭을 식별하는 클릭 ID,VARCHAR,Y,,,Google 광고 클릭을 식별하는 클릭 ID,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_LINK_CLASSES,클릭된 링크 또는 버튼의 CSS 클래스 정보,VARCHAR,Y,,,클릭된 링크 또는 버튼의 CSS 클래스 정보,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_LINK_DOMAIN,클릭된 링크의 도메인,VARCHAR,Y,,,클릭된 링크의 도메인,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_LINK_ID,클릭된 링크 또는 버튼의 ID,VARCHAR,Y,,,클릭된 링크 또는 버튼의 ID,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_LINK_IMAGE,클릭된 이미지 링크 또는 이미지 URL,VARCHAR,Y,,,클릭된 이미지 링크 또는 이미지 URL,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_LINK_TEXT,클릭된 링크 또는 버튼의 표시 문구,VARCHAR,Y,,,클릭된 링크 또는 버튼의 표시 문구,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_LINK_TITLE,클릭된 링크의 title 속성 또는 보조 설명,VARCHAR,Y,,,클릭된 링크의 title 속성 또는 보조 설명,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_LINK_URL,클릭된 링크의 목적지 URL,VARCHAR,Y,,,클릭된 링크의 목적지 URL,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_MEDIUM,유입 매체 또는 채널 유형,VARCHAR,Y,,,유입 매체 또는 채널 유형,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_OUTBOUND,외부 링크 이동 여부를 나타내는 값,VARCHAR,Y,,,외부 링크 이동 여부를 나타내는 값,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_PAGE_LOCATION,이벤트가 발생한 페이지 URL,VARCHAR,Y,,,이벤트가 발생한 페이지 URL,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_PAGE_REFERRER,해당 페이지로 오기 전 참조 URL,VARCHAR,Y,,,해당 페이지로 오기 전 참조 URL,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_PAGE_TITLE,이벤트가 발생한 페이지 제목,VARCHAR,Y,,,이벤트가 발생한 페이지 제목,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_PAYMENT_TYPE,결제수단,VARCHAR,Y,,,결제수단,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_PERCENT_SCROLLED,페이지 스크롤 도달 비율,VARCHAR,Y,,,페이지 스크롤 도달 비율,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_PROMOTION_ID,프로모션 또는 배너 식별값,VARCHAR,Y,,,프로모션 또는 배너 식별값,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_PROMOTION_NAME,프로모션 또는 배너 이름,VARCHAR,Y,,,프로모션 또는 배너 이름,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_SEARCH_TERM,사이트 내 검색어 또는 사용자가 입력한 검색어,VARCHAR,Y,,,사이트 내 검색어 또는 사용자가 입력한 검색어,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_SESSION_ENGAGED,세션 참여 여부,VARCHAR,Y,,,세션 참여 여부,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_SOURCE,유입 소스,VARCHAR,Y,,,유입 소스,
BIGQUERY_REFINED_DATA,BigQuery 정제 데이터,1이벤트 (원천 staging row),GA4,EP_TERM,"검색어, 타겟, 키워드 또는 세부 캠페인 구분값",VARCHAR,Y,,,"검색어, 타겟, 키워드 또는 세부 캠페인 구분값",
